iter	MultiClass
259	0.007694556178
260	0.007667360599
261	0.007641746796
262	0.007605566047
263	0.007576520266
264	0.007556066814
265	0.007528725849
266	0.007501367643
267	0.007472563064
268	0.007446592866
269	0.007402969329
270	0.007375877558
271	0.007353857617
272	0.007330447116
273	0.007302333412
274	0.00727850434
275	0.007244967881
276	0.007219107655
277	0.007179058279
278	0.007134287616
279	0.007098594607
280	0.007062576696
281	0.00703942692
282	0.007007615035
283	0.006980530432
284	0.006946590522
285	0.006923951796
286	0.006888208963
287	0.00686695788
288	0.006843600868
289	0.006813086905
290	0.006791414169
291	0.006772894874
292	0.006757546914
293	0.006724846861
294	0.006690453259
295	0.006665764805
296	0.006633044166
297	0.006607955913
298	0.006583230578
299	0.006564195984
300	0.006538775204
301	0.006523317757
302	0.006508733423
303	0.006476141324
304	0.006453366709
305	0.006432635075
306	0.006412767411
307	0.006390147125
308	0.006369823333
309	0.006344784191
310	0.006308719967
311	0.006279326755
312	0.006262460927
313	0.006235276849
314	0.006215641195
315	0.006193045817
316	0.00617681794
317	0.006155629697
318	0.006136115783
319	0.006114993373
320	0.006099211268
321	0.006081558931
322	0.006060432354
323	0.006048004656
324	0.006020651923
325	0.005996691972
326	0.005965186459
327	0.005944511319
328	0.005926834167
329	0.005894876654
330	0.005878605179
331	0.00585852284
332	0.005832818419
333	0.005799819263
334	0.005774605214
335	0.005759635106
336	0.005738823953
337	0.005722780806
338	0.005695711667
339	0.005673352729
340	0.005658663731
341	0.005641116914
342	0.005627956794
343	0.005612648649
344	0.005592991231
345	0.005579761371
346	0.005567465668
347	0.005555225024
348	0.005537025932
349	0.005518283745
350	0.005500268865
351	0.0054829196
352	0.005471916707
353	0.005450959913
354	0.005431029576
355	0.005417030143
356	0.005397509344
357	0.00537960083
358	0.005365139354
359	0.005352193257
360	0.005320701587
361	0.005308231117
362	0.005295295587
363	0.00527591398
364	0.005260696764
365	0.005246745177
366	0.005232167722
367	0.00520784627
368	0.005194532994
369	0.005182457422
370	0.005166555589
371	0.005148747277
372	0.005138981369
373	0.005127563765
374	0.005110628665
375	0.005097343457
376	0.005078155761
377	0.005058856749
378	0.005045861783
379	0.005038300547
380	0.005019881554
381	0.005006452331
382	0.004995936759
383	0.00497862878
384	0.00496401926
385	0.004943218307
386	0.004933178089
387	0.00491889811
388	0.004904406276
389	0.004892395311
390	0.004884031568
391	0.004871514
392	0.004858617083
393	0.004846586877
394	0.004838408774
395	0.004822798295
396	0.004806480328
397	0.004796260506
398	0.004782138046
399	0.004764800861
400	0.004754881967
401	0.004735422176
402	0.004717621995
403	0.004702110031
404	0.004691413833
405	0.004678145925
406	0.004664325599
407	0.004652563416
408	0.004637112367
409	0.004629365048
410	0.004616301216
411	0.004603986652
412	0.004594051374
413	0.004584262642
414	0.004573220162
415	0.004565230389
416	0.004557425511
417	0.004546126355
418	0.004531451451
419	0.004521581263
420	0.004505010551
421	0.004494525754
422	0.004482629201
423	0.004475886845
424	0.004465346697
425	0.004453046726
426	0.004441406202
427	0.004433125072
428	0.00442570864
429	0.004414533574
430	0.004394764973
431	0.00438400773
432	0.004371934516
433	0.004363583202
434	0.004351233028
435	0.004344068049
436	0.004335914494
437	0.004323741429
438	0.004315025671
439	0.004304332937
440	0.004294509392
441	0.004285681823
442	0.004275100751
443	0.004252253659
444	0.004242057873
445	0.004234235327
446	0.004227714817
447	0.004218863017
448	0.004209705232
449	0.004202965224
450	0.004191617053
451	0.004182283833
452	0.00416974354
453	0.004162325137
454	0.004153329846
455	0.004143270887
456	0.004134608361
457	0.004127855728
458	0.004116173571
459	0.004109276635
460	0.00410209941
461	0.004093211197
462	0.004080164118
463	0.004065666617
464	0.004059425808
465	0.004045299861
466	0.004032867575
467	0.004025088852
468	0.004013415866
469	0.00400616567
470	0.003994919599
471	0.003986498411
472	0.003975809985
473	0.003969222975
474	0.003961935015
475	0.003952315588
476	0.003941978307
477	0.003935231812
478	0.003928866521
479	0.003919281288
480	0.003912909761
481	0.003902141528
482	0.003892452709
483	0.003883835647
484	0.003877279569
485	0.003869692921
486	0.003861341973
487	0.003853691642
488	0.003838790349
489	0.003829611857
490	0.00382248695
491	0.003816382915
492	0.003808696527
493	0.003802802336
494	0.003793786952
495	0.003786490014
496	0.00377866376
497	0.003768690206
498	0.003763494898
499	0.003755127916
